Дата;Регион;Значение
2017-10-01;Ивановская область;28.60
2017-10-01;Иркутская область;42.10
2017-10-01;Кабардино-Балкарская Республика;17.10
2017-10-01;Калининградская область;44.30
2017-10-01;Калужская область;34.20
2017-10-01;Камчатский край;41.90
2017-10-01;Кемеровская область;39.70
2017-10-01;Кировская область;40.80
2017-10-01;Костромская область;32.10
2017-10-01;Краснодарский край;34.20
2017-10-01;Красноярский край;37.30
2017-10-01;Курганская область;38.90
2017-10-01;Курская область;33.10
2017-10-01;Липецкая область;33.10
2017-10-01;Магаданская область;39.50
2017-10-01;Мордовия;27.10
2017-10-01;Москва;43.00
2017-10-01;Мурманская область;49.40
2017-10-01;Нижегородская область;38.70
2017-10-01;Новгородская область;41.70
2017-10-01;Новосибирская область;36.00
2017-10-01;Омская область;37.10
2017-10-01;Оренбургская область;33.50
2017-10-01;Орловская область;36.90
2017-10-01;Пензенская область;32.60
2017-10-01;Пермский край;43.60
2017-10-01;Приморский край;35.40
2017-10-01;Псковская область;39.30
2017-10-01;Республика Башкортостан;39.30
2017-10-01;Республика Бурятия;42.60
2017-10-01;Республика Дагестан;12.30
2017-10-01;Республика Ингушетия;9.40
2017-10-01;Республика Калмыкия;29.70
2017-10-01;Республика Карачаево-Черкессия;17.10
2017-10-01;Республика Карелия;50.30
2017-10-01;Республика Коми;48.60
2017-10-01;Республика Марий Эл;35.80
2017-10-01;Республика Саха (Якутия);36.90
2017-10-01;Республика Северная Осетия-Алания;19.00
2017-10-01;Республика Татарстан;37.40
2017-10-01;Республика Тыва;32.70
2017-10-01;Республика Хакасия;30.50
2017-10-01;Ростовская область;32.70
2017-10-01;Рязанская область;30.80
2017-10-01;Самарская область;38.50
2017-10-01;Санкт-Петербург;44.50
2017-10-01;Саратовская область;36.10
2017-10-01;Сахалинская область;43.00
2017-10-01;Свердловская область;42.50
2017-10-01;Смоленская область;33.90
2017-10-01;Ставропольский край;29.60
2017-10-01;Тамбовская область;27.60
2017-10-01;Тверская область;35.90
2017-10-01;Томская область;45.60
2017-10-01;Тульская область;33.50
2017-10-01;Тюменская область;45.40
2017-10-01;Удмуртская Республика;43.70
2017-10-01;Ульяновская область;32.10
2017-10-01;Хабаровский край;41.60
2017-10-01;Ханты-Мансийский АО - Югра;40.50
2017-10-01;Челябинская область;36.30
2017-10-01;Чеченская Республика;9.50
2017-10-01;Чувашская Республика;32.10
2017-10-01;Чукотский АО;38.20
2017-10-01;Ямало-Ненецкий АО;40.10
2017-10-01;Ярославская область;38.40
2017-11-01;Россия;40.60
2017-11-01;Адыгея;29.30
2017-11-01;Алтай;39.90
2017-11-01;Алтайский край;38.50
2017-11-01;Амурская область;40.50
2017-11-01;Архангельская область;48.10
2017-11-01;Астраханская область;35.20
2017-11-01;Белгородская область;34.80
2017-11-01;Брянская область;31.70
2017-11-01;Владимирская область;34.10
2017-11-01;Волгоградская область;37.70
2017-11-01;Вологодская область;43.20
2017-11-01;Воронежская область;40.20
2017-11-01;Еврейская автономная область;41.20
2017-11-01;Забайкальский край;40.60
2017-11-01;Ивановская область;30.10
2017-11-01;Иркутская область;43.60
2017-11-01;Кабардино-Балкарская Республика;17.70
2017-11-01;Калининградская область;46.00
2017-11-01;Калужская область;35.90
2017-11-01;Камчатский край;43.90
2017-11-01;Кемеровская область;41.10
2017-11-01;Кировская область;43.00
2017-11-01;Костромская область;34.80
2017-11-01;Краснодарский край;35.50
2017-11-01;Красноярский край;38.60
2017-11-01;Курганская область;40.30
2017-11-01;Курская область;34.60
2017-11-01;Липецкая область;35.80
2017-11-01;Магаданская область;40.90
2017-11-01;Мордовия;28.30
2017-11-01;Москва;44.60
2017-11-01;Мурманская область;50.70
2017-11-01;Нижегородская область;40.90
2017-11-01;Новгородская область;43.20
2017-11-01;Новосибирская область;37.70
2017-11-01;Омская область;38.60
2017-11-01;Оренбургская область;34.70
2017-11-01;Орловская область;38.80
2017-11-01;Пензенская область;35.90
2017-11-01;Пермский край;45.30
